id_registro,variable,valor
6917,departamento,SUCHITEPEQUEZ
6918,departamento,SUCHITEPEQUEZ
6919,departamento,SUCHITEPEQUEZ
6920,departamento,SUCHITEPEQUEZ
6921,departamento,SUCHITEPEQUEZ
6922,departamento,SUCHITEPEQUEZ
6923,departamento,SUCHITEPEQUEZ
6924,departamento,SUCHITEPEQUEZ
6925,departamento,SUCHITEPEQUEZ
6926,departamento,SUCHITEPEQUEZ
6927,departamento,SUCHITEPEQUEZ
6928,departamento,SUCHITEPEQUEZ
6929,departamento,SUCHITEPEQUEZ
6930,departamento,SUCHITEPEQUEZ
6931,departamento,SUCHITEPEQUEZ
6932,departamento,SUCHITEPEQUEZ
6933,departamento,SUCHITEPEQUEZ
6934,departamento,SUCHITEPEQUEZ
6935,departamento,SUCHITEPEQUEZ
6936,departamento,SUCHITEPEQUEZ
6937,departamento,SUCHITEPEQUEZ
6938,departamento,SUCHITEPEQUEZ
6939,departamento,SUCHITEPEQUEZ
6940,departamento,SUCHITEPEQUEZ
6941,departamento,SUCHITEPEQUEZ
6942,departamento,SUCHITEPEQUEZ
6943,departamento,SUCHITEPEQUEZ
6944,departamento,SUCHITEPEQUEZ
6945,departamento,SUCHITEPEQUEZ
6946,departamento,SUCHITEPEQUEZ
6947,departamento,SUCHITEPEQUEZ
6948,departamento,SUCHITEPEQUEZ
6949,departamento,SUCHITEPEQUEZ
6950,departamento,SUCHITEPEQUEZ
6951,departamento,SUCHITEPEQUEZ
6952,departamento,SUCHITEPEQUEZ
6953,departamento,SUCHITEPEQUEZ
6954,departamento,SUCHITEPEQUEZ
6955,departamento,SUCHITEPEQUEZ
6956,departamento,SUCHITEPEQUEZ
6957,departamento,SUCHITEPEQUEZ
6958,departamento,SUCHITEPEQUEZ
6959,departamento,SUCHITEPEQUEZ
6960,departamento,SUCHITEPEQUEZ
6961,departamento,SUCHITEPEQUEZ
6962,departamento,SUCHITEPEQUEZ
6963,departamento,SUCHITEPEQUEZ
6964,departamento,SUCHITEPEQUEZ
6965,departamento,SUCHITEPEQUEZ
6966,departamento,SUCHITEPEQUEZ
6967,departamento,SUCHITEPEQUEZ
6968,departamento,SUCHITEPEQUEZ
6969,departamento,SUCHITEPEQUEZ
6970,departamento,SUCHITEPEQUEZ
6971,departamento,SUCHITEPEQUEZ
6972,departamento,SUCHITEPEQUEZ
6973,departamento,SUCHITEPEQUEZ
6974,departamento,SUCHITEPEQUEZ
6975,departamento,SUCHITEPEQUEZ
6976,departamento,SUCHITEPEQUEZ
6977,departamento,SUCHITEPEQUEZ
6978,departamento,SUCHITEPEQUEZ
6979,departamento,SUCHITEPEQUEZ
6980,departamento,SUCHITEPEQUEZ
6981,departamento,SUCHITEPEQUEZ
6982,departamento,SUCHITEPEQUEZ
6983,departamento,SUCHITEPEQUEZ
6984,departamento,SUCHITEPEQUEZ
6985,departamento,SUCHITEPEQUEZ
6986,departamento,SUCHITEPEQUEZ
6987,departamento,SUCHITEPEQUEZ
6988,departamento,SUCHITEPEQUEZ
6989,departamento,SUCHITEPEQUEZ
6990,departamento,SUCHITEPEQUEZ
6991,departamento,SUCHITEPEQUEZ
6992,departamento,SUCHITEPEQUEZ
6993,departamento,SUCHITEPEQUEZ
6994,departamento,SUCHITEPEQUEZ
6995,departamento,SUCHITEPEQUEZ
6996,departamento,SUCHITEPEQUEZ
6997,departamento,SUCHITEPEQUEZ
6998,departamento,SUCHITEPEQUEZ
6999,departamento,SUCHITEPEQUEZ
7000,departamento,SUCHITEPEQUEZ
7001,departamento,SUCHITEPEQUEZ
7002,departamento,SUCHITEPEQUEZ
7003,departamento,SUCHITEPEQUEZ
7004,departamento,SUCHITEPEQUEZ
7005,departamento,SUCHITEPEQUEZ
7006,departamento,SUCHITEPEQUEZ
7007,departamento,SUCHITEPEQUEZ
7008,departamento,SUCHITEPEQUEZ
7009,departamento,SUCHITEPEQUEZ
7010,departamento,SUCHITEPEQUEZ
7011,departamento,SUCHITEPEQUEZ
7012,departamento,SUCHITEPEQUEZ
7013,departamento,SUCHITEPEQUEZ
7014,departamento,SUCHITEPEQUEZ
7015,departamento,SUCHITEPEQUEZ
7016,departamento,SUCHITEPEQUEZ
7017,departamento,SUCHITEPEQUEZ
7018,departamento,SUCHITEPEQUEZ
7019,departamento,SUCHITEPEQUEZ
7020,departamento,SUCHITEPEQUEZ
7021,departamento,SUCHITEPEQUEZ
7022,departamento,SUCHITEPEQUEZ
7023,departamento,SUCHITEPEQUEZ
7024,departamento,SUCHITEPEQUEZ
7025,departamento,SUCHITEPEQUEZ
7026,departamento,SUCHITEPEQUEZ
7027,departamento,SUCHITEPEQUEZ
7028,departamento,SUCHITEPEQUEZ
7029,departamento,SUCHITEPEQUEZ
7030,departamento,SUCHITEPEQUEZ
7031,departamento,SUCHITEPEQUEZ
7032,departamento,SUCHITEPEQUEZ
7033,departamento,SUCHITEPEQUEZ
7034,departamento,SUCHITEPEQUEZ
7035,departamento,SUCHITEPEQUEZ
7036,departamento,SUCHITEPEQUEZ
7037,departamento,SUCHITEPEQUEZ
7038,departamento,SUCHITEPEQUEZ
7039,departamento,SUCHITEPEQUEZ
7040,departamento,SUCHITEPEQUEZ
7041,departamento,SUCHITEPEQUEZ
7042,departamento,SUCHITEPEQUEZ
7043,departamento,SUCHITEPEQUEZ
7044,departamento,SUCHITEPEQUEZ
7045,departamento,SUCHITEPEQUEZ
7046,departamento,SUCHITEPEQUEZ
7047,departamento,SUCHITEPEQUEZ
7048,departamento,SUCHITEPEQUEZ
7049,departamento,SUCHITEPEQUEZ
7050,departamento,SUCHITEPEQUEZ
7051,departamento,SUCHITEPEQUEZ
7052,departamento,SUCHITEPEQUEZ
7053,departamento,SUCHITEPEQUEZ
7054,departamento,SUCHITEPEQUEZ
7055,departamento,SUCHITEPEQUEZ
7056,departamento,SUCHITEPEQUEZ
7057,departamento,SUCHITEPEQUEZ
7058,departamento,SUCHITEPEQUEZ
7059,departamento,SUCHITEPEQUEZ
7060,departamento,SUCHITEPEQUEZ
7061,departamento,SUCHITEPEQUEZ
7062,departamento,SUCHITEPEQUEZ
7063,departamento,SUCHITEPEQUEZ
7064,departamento,SUCHITEPEQUEZ
7065,departamento,SUCHITEPEQUEZ
7066,departamento,SUCHITEPEQUEZ
7067,departamento,SUCHITEPEQUEZ
7068,departamento,SUCHITEPEQUEZ
7069,departamento,SUCHITEPEQUEZ
7070,departamento,SUCHITEPEQUEZ
7071,departamento,SUCHITEPEQUEZ
7072,departamento,SUCHITEPEQUEZ
7073,departamento,SUCHITEPEQUEZ
7074,departamento,SUCHITEPEQUEZ
7075,departamento,SUCHITEPEQUEZ
7076,departamento,SUCHITEPEQUEZ
7077,departamento,SUCHITEPEQUEZ
7078,departamento,SUCHITEPEQUEZ
7079,departamento,SUCHITEPEQUEZ
7080,departamento,SUCHITEPEQUEZ
7081,departamento,SUCHITEPEQUEZ
7082,departamento,SUCHITEPEQUEZ
7083,departamento,SUCHITEPEQUEZ
7084,departamento,SUCHITEPEQUEZ
7085,departamento,SUCHITEPEQUEZ
7086,departamento,SUCHITEPEQUEZ
7087,departamento,SUCHITEPEQUEZ
7088,departamento,SUCHITEPEQUEZ
7089,departamento,SUCHITEPEQUEZ
7090,departamento,SUCHITEPEQUEZ
7091,departamento,SUCHITEPEQUEZ
7092,departamento,SUCHITEPEQUEZ
7093,departamento,SUCHITEPEQUEZ
7094,departamento,SUCHITEPEQUEZ
7095,departamento,SUCHITEPEQUEZ
7096,departamento,SUCHITEPEQUEZ
7097,departamento,SUCHITEPEQUEZ
7098,departamento,SUCHITEPEQUEZ
7099,departamento,SUCHITEPEQUEZ
7100,departamento,SUCHITEPEQUEZ
7101,departamento,SUCHITEPEQUEZ
7102,departamento,SUCHITEPEQUEZ
7103,departamento,SUCHITEPEQUEZ
7104,departamento,SUCHITEPEQUEZ
7105,departamento,SUCHITEPEQUEZ
7106,departamento,SUCHITEPEQUEZ
7107,departamento,SUCHITEPEQUEZ
7108,departamento,SUCHITEPEQUEZ
7109,departamento,SUCHITEPEQUEZ
7110,departamento,SUCHITEPEQUEZ
7111,departamento,SUCHITEPEQUEZ
7112,departamento,SUCHITEPEQUEZ
7113,departamento,SUCHITEPEQUEZ
7114,departamento,SUCHITEPEQUEZ
7115,departamento,SUCHITEPEQUEZ
7116,departamento,SUCHITEPEQUEZ
7117,departamento,SUCHITEPEQUEZ
7118,departamento,SUCHITEPEQUEZ
7119,departamento,SUCHITEPEQUEZ
7120,departamento,SUCHITEPEQUEZ
7121,departamento,SUCHITEPEQUEZ
7122,departamento,SUCHITEPEQUEZ
7123,departamento,SUCHITEPEQUEZ
7124,departamento,SUCHITEPEQUEZ
7125,departamento,SUCHITEPEQUEZ
7126,departamento,SUCHITEPEQUEZ
7127,departamento,SUCHITEPEQUEZ
7128,departamento,SUCHITEPEQUEZ
7129,departamento,SUCHITEPEQUEZ
7130,departamento,SUCHITEPEQUEZ
7131,departamento,SUCHITEPEQUEZ
7132,departamento,SUCHITEPEQUEZ
7133,departamento,SUCHITEPEQUEZ
7134,departamento,SUCHITEPEQUEZ
7135,departamento,SUCHITEPEQUEZ
7136,departamento,SUCHITEPEQUEZ
7137,departamento,SUCHITEPEQUEZ
7138,departamento,SUCHITEPEQUEZ
7139,departamento,SUCHITEPEQUEZ
7140,departamento,SUCHITEPEQUEZ
7141,departamento,SUCHITEPEQUEZ
7142,departamento,SUCHITEPEQUEZ
7143,departamento,SUCHITEPEQUEZ
7144,departamento,SUCHITEPEQUEZ
7145,departamento,SUCHITEPEQUEZ
7146,departamento,SUCHITEPEQUEZ
7147,departamento,SUCHITEPEQUEZ
7148,departamento,SUCHITEPEQUEZ
7149,departamento,SUCHITEPEQUEZ
7150,departamento,SUCHITEPEQUEZ
7151,departamento,SUCHITEPEQUEZ
7152,departamento,SUCHITEPEQUEZ
7153,departamento,SUCHITEPEQUEZ
7154,departamento,SUCHITEPEQUEZ
7155,departamento,SUCHITEPEQUEZ
7156,departamento,SUCHITEPEQUEZ
7157,departamento,SUCHITEPEQUEZ
7158,departamento,SUCHITEPEQUEZ
7159,departamento,SUCHITEPEQUEZ
7160,departamento,SUCHITEPEQUEZ
7161,departamento,SUCHITEPEQUEZ
7162,departamento,SUCHITEPEQUEZ
7163,departamento,SUCHITEPEQUEZ
7164,departamento,SUCHITEPEQUEZ
7165,departamento,SUCHITEPEQUEZ
7166,departamento,SUCHITEPEQUEZ
7167,departamento,SUCHITEPEQUEZ
7168,departamento,SUCHITEPEQUEZ
7169,departamento,SUCHITEPEQUEZ
7170,departamento,SUCHITEPEQUEZ
7171,departamento,SUCHITEPEQUEZ
7172,departamento,SUCHITEPEQUEZ
7173,departamento,SUCHITEPEQUEZ
7174,departamento,SUCHITEPEQUEZ
7175,departamento,SUCHITEPEQUEZ
7176,departamento,SUCHITEPEQUEZ
7177,departamento,SUCHITEPEQUEZ
7178,departamento,SUCHITEPEQUEZ
7179,departamento,SUCHITEPEQUEZ
7180,departamento,SUCHITEPEQUEZ
7181,departamento,SUCHITEPEQUEZ
7182,departamento,SUCHITEPEQUEZ
7183,departamento,SUCHITEPEQUEZ
7184,departamento,SUCHITEPEQUEZ
7185,departamento,SUCHITEPEQUEZ
7186,departamento,SUCHITEPEQUEZ
7187,departamento,SUCHITEPEQUEZ
7188,departamento,SUCHITEPEQUEZ
7189,departamento,SUCHITEPEQUEZ
7190,departamento,SUCHITEPEQUEZ
7191,departamento,SUCHITEPEQUEZ
7192,departamento,SUCHITEPEQUEZ
7193,departamento,SUCHITEPEQUEZ
7194,departamento,SUCHITEPEQUEZ
7195,departamento,SUCHITEPEQUEZ
7196,departamento,SUCHITEPEQUEZ
7197,departamento,SUCHITEPEQUEZ
7198,departamento,SUCHITEPEQUEZ
7199,departamento,SUCHITEPEQUEZ
7200,departamento,SUCHITEPEQUEZ
7201,departamento,SUCHITEPEQUEZ
7202,departamento,SUCHITEPEQUEZ
7203,departamento,SUCHITEPEQUEZ
7204,departamento,SUCHITEPEQUEZ
7205,departamento,SUCHITEPEQUEZ
7206,departamento,SUCHITEPEQUEZ
7207,departamento,SUCHITEPEQUEZ
7208,departamento,SUCHITEPEQUEZ
7209,departamento,SUCHITEPEQUEZ
7210,departamento,SUCHITEPEQUEZ
7211,departamento,SUCHITEPEQUEZ
7212,departamento,SUCHITEPEQUEZ
7213,departamento,SUCHITEPEQUEZ
7214,departamento,SUCHITEPEQUEZ
7215,departamento,SUCHITEPEQUEZ
7216,departamento,SUCHITEPEQUEZ
7217,departamento,SUCHITEPEQUEZ
7218,departamento,SUCHITEPEQUEZ
7219,departamento,SUCHITEPEQUEZ
7220,departamento,SUCHITEPEQUEZ
7221,departamento,SUCHITEPEQUEZ
7222,departamento,SUCHITEPEQUEZ
7223,departamento,SUCHITEPEQUEZ
7224,departamento,SUCHITEPEQUEZ
7225,departamento,SUCHITEPEQUEZ
7226,departamento,SUCHITEPEQUEZ
7227,departamento,SUCHITEPEQUEZ
7228,departamento,SUCHITEPEQUEZ
7229,departamento,SUCHITEPEQUEZ
7230,departamento,SUCHITEPEQUEZ
7231,departamento,SUCHITEPEQUEZ
7232,departamento,SUCHITEPEQUEZ
7233,departamento,SUCHITEPEQUEZ
7234,departamento,SUCHITEPEQUEZ
7235,departamento,SUCHITEPEQUEZ
7236,departamento,SUCHITEPEQUEZ
7237,departamento,SUCHITEPEQUEZ
7238,departamento,SUCHITEPEQUEZ
7239,departamento,SUCHITEPEQUEZ
7240,departamento,SUCHITEPEQUEZ
7241,departamento,SUCHITEPEQUEZ
7242,departamento,SUCHITEPEQUEZ
7243,departamento,SUCHITEPEQUEZ
7244,departamento,SUCHITEPEQUEZ
7245,departamento,SUCHITEPEQUEZ
7246,departamento,SUCHITEPEQUEZ
7247,departamento,SUCHITEPEQUEZ
7248,departamento,SUCHITEPEQUEZ
7249,departamento,SUCHITEPEQUEZ
7250,departamento,SUCHITEPEQUEZ
7251,departamento,SUCHITEPEQUEZ
7252,departamento,SUCHITEPEQUEZ
7253,departamento,SUCHITEPEQUEZ
7254,departamento,SUCHITEPEQUEZ
7255,departamento,SUCHITEPEQUEZ
7256,departamento,SUCHITEPEQUEZ
7257,departamento,SUCHITEPEQUEZ
7258,departamento,SUCHITEPEQUEZ
7259,departamento,SUCHITEPEQUEZ
7260,departamento,SUCHITEPEQUEZ
7261,departamento,SUCHITEPEQUEZ
7262,departamento,SUCHITEPEQUEZ
7263,departamento,SUCHITEPEQUEZ
7264,departamento,SUCHITEPEQUEZ
7265,departamento,SUCHITEPEQUEZ
7266,departamento,SUCHITEPEQUEZ
7267,departamento,SUCHITEPEQUEZ
7268,departamento,SUCHITEPEQUEZ
7269,departamento,SUCHITEPEQUEZ
7270,departamento,SUCHITEPEQUEZ
7271,departamento,SUCHITEPEQUEZ
7272,departamento,SUCHITEPEQUEZ
7273,departamento,SUCHITEPEQUEZ
7274,departamento,SUCHITEPEQUEZ
7275,departamento,SUCHITEPEQUEZ
7276,departamento,SUCHITEPEQUEZ
7277,departamento,SUCHITEPEQUEZ
7278,departamento,SUCHITEPEQUEZ
7279,departamento,SUCHITEPEQUEZ
7280,departamento,SUCHITEPEQUEZ
7281,departamento,SUCHITEPEQUEZ
7282,departamento,SUCHITEPEQUEZ
7283,departamento,SUCHITEPEQUEZ
7284,departamento,SUCHITEPEQUEZ
7285,departamento,SUCHITEPEQUEZ
7286,departamento,SUCHITEPEQUEZ
7287,departamento,SUCHITEPEQUEZ
7288,departamento,SUCHITEPEQUEZ
7289,departamento,SUCHITEPEQUEZ
7290,departamento,SUCHITEPEQUEZ
7291,departamento,SUCHITEPEQUEZ
7292,departamento,SUCHITEPEQUEZ
7293,departamento,SUCHITEPEQUEZ
7294,departamento,SUCHITEPEQUEZ
7295,departamento,SUCHITEPEQUEZ
7296,departamento,SUCHITEPEQUEZ
7297,departamento,SUCHITEPEQUEZ
7298,departamento,SUCHITEPEQUEZ
7299,departamento,SUCHITEPEQUEZ
7300,departamento,SUCHITEPEQUEZ
7301,departamento,SUCHITEPEQUEZ
7302,departamento,SUCHITEPEQUEZ
7303,departamento,SUCHITEPEQUEZ
7304,departamento,SUCHITEPEQUEZ
7305,departamento,SUCHITEPEQUEZ
7306,departamento,SUCHITEPEQUEZ
7307,departamento,SUCHITEPEQUEZ
7308,departamento,SUCHITEPEQUEZ
7309,departamento,SUCHITEPEQUEZ
7310,departamento,SUCHITEPEQUEZ
7311,departamento,SUCHITEPEQUEZ
7312,departamento,SUCHITEPEQUEZ
7313,departamento,SUCHITEPEQUEZ
7314,departamento,SUCHITEPEQUEZ
7315,departamento,SUCHITEPEQUEZ
7316,departamento,SUCHITEPEQUEZ
7317,departamento,SUCHITEPEQUEZ
7318,departamento,SUCHITEPEQUEZ
7319,departamento,SUCHITEPEQUEZ
7320,departamento,SUCHITEPEQUEZ
7321,departamento,SUCHITEPEQUEZ
9001,departamento,QUICHE
9002,departamento,QUICHE
9003,departamento,QUICHE
9004,departamento,QUICHE
9005,departamento,QUICHE
9006,departamento,QUICHE
9007,departamento,QUICHE
9008,departamento,QUICHE
9009,departamento,QUICHE
9010,departamento,QUICHE
9011,departamento,QUICHE
9012,departamento,QUICHE
9013,departamento,QUICHE
9014,departamento,QUICHE
9015,departamento,QUICHE
9016,departamento,QUICHE
9017,departamento,QUICHE
9018,departamento,QUICHE
9019,departamento,QUICHE
9020,departamento,QUICHE
9021,departamento,QUICHE
9022,departamento,QUICHE
9023,departamento,QUICHE
9024,departamento,QUICHE
9025,departamento,QUICHE
9026,departamento,QUICHE
9027,departamento,QUICHE
9028,departamento,QUICHE
9029,departamento,QUICHE
9030,departamento,QUICHE
9031,departamento,QUICHE
9032,departamento,QUICHE
9033,departamento,QUICHE
9034,departamento,QUICHE
9035,departamento,QUICHE
9036,departamento,QUICHE
9037,departamento,QUICHE
9038,departamento,QUICHE
9039,departamento,QUICHE
9040,departamento,QUICHE
9041,departamento,QUICHE
9042,departamento,QUICHE
9043,departamento,QUICHE
9044,departamento,QUICHE
9045,departamento,QUICHE
9046,departamento,QUICHE
9047,departamento,QUICHE
9048,departamento,QUICHE
9049,departamento,QUICHE
9050,departamento,QUICHE
9051,departamento,QUICHE
9052,departamento,QUICHE
9053,departamento,QUICHE
9054,departamento,QUICHE
9055,departamento,QUICHE
9056,departamento,QUICHE
9057,departamento,QUICHE
9058,departamento,QUICHE
9059,departamento,QUICHE
9060,departamento,QUICHE
9061,departamento,QUICHE
9062,departamento,QUICHE
9063,departamento,QUICHE
9064,departamento,QUICHE
9065,departamento,QUICHE
9066,departamento,QUICHE
9067,departamento,QUICHE
9068,departamento,QUICHE
9069,departamento,QUICHE
9070,departamento,QUICHE
9071,departamento,QUICHE
9072,departamento,QUICHE
9073,departamento,QUICHE
9074,departamento,QUICHE
9075,departamento,QUICHE
9076,departamento,QUICHE
9077,departamento,QUICHE
9078,departamento,QUICHE
9079,departamento,QUICHE
9080,departamento,QUICHE
9081,departamento,QUICHE
9082,departamento,QUICHE
9083,departamento,QUICHE
9084,departamento,QUICHE
9085,departamento,QUICHE
9086,departamento,QUICHE
9087,departamento,QUICHE
9088,departamento,QUICHE
9089,departamento,QUICHE
9090,departamento,QUICHE
9091,departamento,QUICHE
9092,departamento,QUICHE
9093,departamento,QUICHE
9094,departamento,QUICHE
9095,departamento,QUICHE
9096,departamento,QUICHE
9097,departamento,QUICHE
9098,departamento,QUICHE
9099,departamento,QUICHE
9100,departamento,QUICHE
9101,departamento,QUICHE
9102,departamento,QUICHE
9103,departamento,QUICHE
9104,departamento,QUICHE
9105,departamento,QUICHE
9106,departamento,QUICHE
9107,departamento,QUICHE
9108,departamento,QUICHE
9109,departamento,QUICHE
9110,departamento,QUICHE
9111,departamento,QUICHE
9112,departamento,QUICHE
9113,departamento,QUICHE
9114,departamento,QUICHE
9115,departamento,QUICHE
9116,departamento,QUICHE
9117,departamento,QUICHE
9118,departamento,QUICHE
9119,departamento,QUICHE
9120,departamento,QUICHE
9121,departamento,QUICHE
9122,departamento,QUICHE
9123,departamento,QUICHE
9124,departamento,QUICHE
9125,departamento,QUICHE
9126,departamento,QUICHE
9127,departamento,QUICHE
9128,departamento,QUICHE
9129,departamento,QUICHE
9130,departamento,QUICHE
9131,departamento,QUICHE
9132,departamento,QUICHE
9133,departamento,QUICHE
9134,departamento,QUICHE
9135,departamento,QUICHE
9136,departamento,QUICHE
9137,departamento,QUICHE
9138,departamento,QUICHE
9139,departamento,QUICHE
9140,departamento,QUICHE
9141,departamento,QUICHE
9142,departamento,QUICHE
9143,departamento,QUICHE
9144,departamento,QUICHE
9145,departamento,QUICHE
9146,departamento,QUICHE
9147,departamento,QUICHE
9148,departamento,QUICHE
9149,departamento,QUICHE
9150,departamento,QUICHE
9151,departamento,QUICHE
9152,departamento,QUICHE
9153,departamento,QUICHE
9154,departamento,QUICHE
9155,departamento,QUICHE
9156,departamento,QUICHE
9157,departamento,QUICHE
9158,departamento,QUICHE
9159,departamento,QUICHE
9160,departamento,QUICHE
9161,departamento,QUICHE
9162,departamento,QUICHE
9163,departamento,QUICHE
9164,departamento,QUICHE
9165,departamento,QUICHE
9166,departamento,QUICHE
9167,departamento,QUICHE
9168,departamento,QUICHE
9169,departamento,QUICHE
9170,departamento,QUICHE
9171,departamento,QUICHE
9172,departamento,QUICHE
9173,departamento,QUICHE
9174,departamento,QUICHE
9175,departamento,QUICHE
9176,departamento,QUICHE
9177,departamento,QUICHE
9178,departamento,QUICHE
9179,departamento,QUICHE
9180,departamento,QUICHE
9181,departamento,QUICHE
9182,departamento,QUICHE
9183,departamento,QUICHE
9184,departamento,QUICHE
9185,departamento,QUICHE
9186,departamento,QUICHE
9187,departamento,QUICHE
9188,departamento,QUICHE
9189,departamento,QUICHE
9190,departamento,QUICHE
9191,departamento,QUICHE
9192,departamento,QUICHE
9193,departamento,QUICHE
9194,departamento,QUICHE
9195,departamento,QUICHE
9196,departamento,QUICHE
9197,departamento,QUICHE
9198,departamento,QUICHE
9199,departamento,QUICHE
9200,departamento,QUICHE
9201,departamento,QUICHE
9202,departamento,QUICHE
9203,departamento,QUICHE
9204,departamento,QUICHE
9205,departamento,QUICHE
9206,departamento,QUICHE
9207,departamento,QUICHE
9208,departamento,QUICHE
9209,departamento,QUICHE
9210,departamento,QUICHE
9211,departamento,QUICHE
9212,departamento,QUICHE
9213,departamento,QUICHE
9214,departamento,QUICHE
9215,departamento,QUICHE
9216,departamento,QUICHE
9217,departamento,QUICHE
9218,departamento,QUICHE
9219,departamento,QUICHE
9220,departamento,QUICHE
9221,departamento,QUICHE
9222,departamento,QUICHE
9223,departamento,QUICHE
9224,departamento,QUICHE
9225,departamento,QUICHE
9226,departamento,QUICHE
9227,departamento,QUICHE
9228,departamento,QUICHE
9229,departamento,QUICHE
9230,departamento,QUICHE
9231,departamento,QUICHE
9232,departamento,QUICHE
9233,departamento,QUICHE
9234,departamento,QUICHE
9235,departamento,QUICHE
9236,departamento,QUICHE
9237,departamento,QUICHE
9238,departamento,QUICHE
9239,departamento,QUICHE
9240,departamento,QUICHE
9241,departamento,QUICHE
9242,departamento,QUICHE
9243,departamento,QUICHE
9244,departamento,QUICHE
9245,departamento,QUICHE
9246,departamento,QUICHE
9247,departamento,QUICHE
9248,departamento,QUICHE
9249,departamento,QUICHE
9250,departamento,QUICHE
9251,departamento,QUICHE
9252,departamento,QUICHE
9253,departamento,QUICHE
9254,departamento,QUICHE
9255,departamento,QUICHE
9256,departamento,QUICHE
9257,departamento,QUICHE
9258,departamento,QUICHE
9259,departamento,QUICHE
9260,departamento,QUICHE
9261,departamento,QUICHE
9262,departamento,QUICHE
9263,departamento,QUICHE
9264,departamento,QUICHE
9265,departamento,QUICHE
9266,departamento,QUICHE
9267,departamento,QUICHE
9268,departamento,QUICHE
9269,departamento,QUICHE
9270,departamento,QUICHE
9271,departamento,QUICHE
9272,departamento,QUICHE
9273,departamento,QUICHE
9274,departamento,QUICHE
9275,departamento,QUICHE
9276,departamento,QUICHE
9277,departamento,QUICHE
9278,departamento,QUICHE
9279,departamento,QUICHE
9280,departamento,QUICHE
9281,departamento,QUICHE
9282,departamento,QUICHE
9283,departamento,QUICHE
9284,departamento,QUICHE
9285,departamento,QUICHE
9286,departamento,QUICHE
9287,departamento,QUICHE
9288,departamento,QUICHE
9289,departamento,QUICHE
9290,departamento,QUICHE
9291,departamento,QUICHE
9292,departamento,QUICHE
9293,departamento,QUICHE
9294,departamento,QUICHE
9295,departamento,QUICHE
9296,departamento,QUICHE
9297,departamento,QUICHE
9298,departamento,QUICHE
9299,departamento,QUICHE
9300,departamento,QUICHE
9301,departamento,QUICHE
9302,departamento,QUICHE
9303,departamento,QUICHE
9304,departamento,QUICHE
9305,departamento,QUICHE
9306,departamento,QUICHE
9307,departamento,QUICHE
9308,departamento,QUICHE
9309,departamento,QUICHE
9310,departamento,QUICHE
9311,departamento,QUICHE
9312,departamento,QUICHE
9313,departamento,QUICHE
9314,departamento,QUICHE
9315,departamento,QUICHE
9316,departamento,QUICHE
9317,departamento,QUICHE
9318,departamento,QUICHE
9319,departamento,QUICHE
9320,departamento,QUICHE
9321,departamento,QUICHE
9322,departamento,QUICHE
9969,departamento,PETEN
9970,departamento,PETEN
9971,departamento,PETEN
9972,departamento,PETEN
9973,departamento,PETEN
9974,departamento,PETEN
9975,departamento,PETEN
9976,departamento,PETEN
9977,departamento,PETEN
9978,departamento,PETEN
9979,departamento,PETEN
9980,departamento,PETEN
9981,departamento,PETEN
9982,departamento,PETEN
9983,departamento,PETEN
9984,departamento,PETEN
9985,departamento,PETEN
9986,departamento,PETEN
9987,departamento,PETEN
9988,departamento,PETEN
9989,departamento,PETEN
9990,departamento,PETEN
9991,departamento,PETEN
9992,departamento,PETEN
9993,departamento,PETEN
9994,departamento,PETEN
9995,departamento,PETEN
9996,departamento,PETEN
9997,departamento,PETEN
9998,departamento,PETEN
9999,departamento,PETEN
10000,departamento,PETEN
10001,departamento,PETEN
10002,departamento,PETEN
10003,departamento,PETEN
10004,departamento,PETEN
10005,departamento,PETEN
10006,departamento,PETEN
10007,departamento,PETEN
10008,departamento,PETEN
10009,departamento,PETEN
10010,departamento,PETEN
10011,departamento,PETEN
10012,departamento,PETEN
10013,departamento,PETEN
10014,departamento,PETEN
10015,departamento,PETEN
10016,departamento,PETEN
10017,departamento,PETEN
10018,departamento,PETEN
10019,departamento,PETEN
10020,departamento,PETEN
10021,departamento,PETEN
10022,departamento,PETEN
10023,departamento,PETEN
10024,departamento,PETEN
10025,departamento,PETEN
10026,departamento,PETEN
10027,departamento,PETEN
10028,departamento,PETEN
10029,departamento,PETEN
10030,departamento,PETEN
10031,departamento,PETEN
10032,departamento,PETEN
10033,departamento,PETEN
10034,departamento,PETEN
10035,departamento,PETEN
10036,departamento,PETEN
10037,departamento,PETEN
10038,departamento,PETEN
10039,departamento,PETEN
10040,departamento,PETEN
10041,departamento,PETEN
10042,departamento,PETEN
10043,departamento,PETEN
10044,departamento,PETEN
10045,departamento,PETEN
10046,departamento,PETEN
10047,departamento,PETEN
10048,departamento,PETEN
10049,departamento,PETEN
10050,departamento,PETEN
10051,departamento,PETEN
10052,departamento,PETEN
10053,departamento,PETEN
10054,departamento,PETEN
10055,departamento,PETEN
10056,departamento,PETEN
10057,departamento,PETEN
10058,departamento,PETEN
10059,departamento,PETEN
10060,departamento,PETEN
10061,departamento,PETEN
10062,departamento,PETEN
10063,departamento,PETEN
10064,departamento,PETEN
10065,departamento,PETEN
10066,departamento,PETEN
10067,departamento,PETEN
10068,departamento,PETEN
10069,departamento,PETEN
10070,departamento,PETEN
10071,departamento,PETEN
10072,departamento,PETEN
10073,departamento,PETEN
10074,departamento,PETEN
10075,departamento,PETEN
10076,departamento,PETEN
